"20k COMPOUNDING MODEL  ▸  Same logic as 15k but starting at ₹20,000 per chain",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Trade #,"Investment
₹","Target
@ 6.28% ₹","Gross Profit
₹","Brokerage
(0.247%) ₹","Net Profit
₹","STCG Tax
(20%) ₹","After-Tax
Profit ₹","Self Dividend
(50%) ₹","Growth Amount
(Next Trade +) ₹"
99,202205.7818,214904.3048,12698.52309,500.5321039,12197.99099,2537.182126,9660.808864,4830.404432,4830.404432
100,207036.1862,220038.0587,13001.87249,512.4890938,12489.3834,2597.791747,9891.591652,4945.795826,4945.795826
101,211981.982,225294.4505,13312.46847,524.731719,12787.73675,2659.849244,10127.88751,5063.943753,5063.943753
102,217045.9258,230676.4099,13630.48414,537.2668028,13093.21734,2723.389206,10369.82813,5184.914065,5184.914065
103,222230.8398,236186.9366,13956.09674,550.1013317,13405.99541,2788.447045,10617.54836,5308.774182,5308.774182
104,227539.614,241829.1018,14289.48776,563.2424589,13726.2453,2855.059023,10871.18628,5435.593139,5435.593139
105,232975.2071,247606.0502,14630.84301,576.6975088,14054.1455,2923.262264,11130.88324,5565.441618,5565.441618
106,238540.6488,253521.0015,14980.35274,590.4739803,14389.87876,2993.094783,11396.78398,5698.39199,5698.39199
107,244239.0408,259577.2525,15338.21176,604.5795519,14733.63221,3064.595499,11669.03671,5834.518354,5834.518354
108,250073.5591,265778.1786,15704.61951,619.0220853,15085.59743,3137.804265,11947.79316,5973.896581,5973.896581
109,256047.4557,272127.2359,16079.78022,633.8096299,15445.97059,3212.761882,12233.20871,6116.604353,6116.604353
110,262164.06,278627.963,16463.90297,648.9504277,15814.95254,3289.510129,12525.44241,6262.721207,6262.721207
111,268426.7813,285283.9831,16857.20186,664.4529172,16192.74895,3368.091781,12824.65716,6412.328582,6412.328582
112,274839.1098,292099.0059,17259.8961,680.3257389,16579.57036,3448.550635,13131.01972,6565.509862,6565.509862
113,281404.6197,299076.8298,17672.21012,696.5777394,16975.63238,3530.931535,13444.70084,6722.350421,6722.350421
114,288126.9701,306221.3438,18094.37372,713.2179767,17381.15575,3615.280395,13765.87535,6882.937676,6882.937676
115,295009.9078,313536.53,18526.62221,730.2557254,17796.36648,3701.644229,14094.72226,7047.361128,7047.361128
116,302057.2689,321026.4654,18969.19649,747.7004812,18221.49601,3790.071169,14431.42484,7215.712419,7215.712419
117,309272.9813,328695.3246,19422.34323,765.5619671,18656.78126,3880.610502,14776.17076,7388.085379,7388.085379
118,316661.0667,336547.3817,19886.31499,783.8501381,19102.46485,3973.312689,15129.15216,7564.576081,7564.576081
119,324225.6428,344587.0132,20361.37037,802.5751872,19558.79518,4068.229398,15490.56578,7745.282892,7745.282892
120,331970.9257,352818.6998,20847.77413,821.7475506,20026.02658,4165.413529,15860.61305,7930.306527,7930.306527
121,339901.2322,361247.0296,21345.79738,841.3779142,20504.41947,4264.91925,16239.50022,8119.75011,8119.75011
122,348020.9823,369876.7,21855.71769,861.4772188,20994.24047,4366.802018,16627.43845,8313.719227,8313.719227
123,356334.7016,378712.5208,22377.81926,882.0566668,21495.76259,4471.118619,17024.64397,8512.321986,8512.321986
124,364847.0235,387759.4166,22912.39308,903.1277282,22009.26535,4577.927193,17431.33816,8715.669079,8715.669079
125,373562.6926,397022.4297,23459.7371,924.7021468,22535.03495,4687.28727,17847.74768,8923.87384,8923.87384
126,382486.5665,406506.7228,24020.15637,946.7919472,23073.36443,4799.259801,18274.10463,9137.052313,9137.052313
127,391623.6188,416217.582,24593.96326,969.409441,23624.55382,4913.907194,18710.64662,9355.323312,9355.323312
128,400978.9421,426160.4196,25181.47756,992.5672341,24188.91033,5031.293348,19157.61698,9578.80849,9578.80849
129,410557.7506,436340.7773,25783.02674,1016.278233,24766.7485,5151.483689,19615.26481,9807.632407,9807.632407
130,420365.383,446764.329,26398.94605,1040.555654,25358.3904,5274.545203,20083.84519,10041.9226,10041.9226
131,430407.3056,457436.8844,27029.57879,1065.413028,25964.16576,5400.546479,20563.61928,10281.80964,10281.80964
