15k COMPOUNDING MODEL  ▸  Sequential 6.28% Profit Chain  ▸  Tax: 20% STCG (Post Budget Jul 2024)  ▸  Reinvestment: 50% of after-tax profit,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
KEY ASSUMPTIONS: Profit Target = 6.28% per trade | Brokerage = 0.25% both sides + ₹19 DP | Income Tax = 20% STCG (update if LTCG applies: 12.5% above ₹1.25L) | Self Dividend = 50% of after-tax profit reinvested next trade,,,,,,,,,
Trade #,"Investment
₹","Target
@ 6.28% ₹","Gross Profit
₹","Brokerage
(0.247%) ₹","Net Profit
₹","STCG Tax
(20%) ₹","After-Tax
Profit ₹","Self Dividend
(50%) ₹","Growth Amount
(Next Trade +) ₹"
63,64827.31131,68898.466460268,4071.15515,160.4709333,3910.684217,813.4223172,3097.2619,1548.63095,1548.63095
64,66375.94226,70544.351433928,4168.409174,164.3043524,4004.104822,832.8538029,3171.251019,1585.625509,1585.625509
65,67961.56777,72229.554225956,4267.986456,168.2293464,4099.75711,852.7494788,3247.007631,1623.503815,1623.503815
66,69585.07159,73955.014085852,4369.942496,172.2481028,4197.694393,873.1204337,3324.573959,1662.28698,1662.28698
67,71247.35857,75721.692688196,4474.334118,176.3628615,4297.971256,893.9780213,3403.993235,1701.996618,1701.996618
68,72949.35518,77530.574685304,4581.219506,180.5759158,4400.64359,915.3338667,3485.309723,1742.654862,1742.654862
69,74692.01005,79382.66828114,4690.658231,184.889614,4505.768617,937.1998723,3568.568745,1784.284372,1784.284372
70,76476.29442,81279.005709576,4802.711289,189.3063602,4613.404929,959.5882253,3653.816704,1826.908352,1826.908352
71,78303.20277,83220.643903956,4917.441134,193.828616,4723.612518,982.5114037,3741.101114,1870.550557,1870.550557
72,80173.75333,85208.665039124,5034.911709,198.458902,4836.452807,1005.982184,3830.470623,1915.235312,1915.235312
73,82088.98864,87244.177126592,5155.188487,203.1997989,4951.988688,1030.013647,3921.975041,1960.98752,1960.98752
74,84049.97616,89328.314662848,5278.338503,208.053949,5070.284554,1054.619187,4015.665367,2007.832683,2007.832683
75,86057.80884,91462.239235152,5404.430395,213.0240577,5191.406338,1079.812518,4111.593819,2055.79691,2055.79691
76,88113.60575,93647.1401911,5533.534441,218.1128951,5315.421546,1105.607682,4209.813864,2104.906932,2104.906932
77,90218.51268,95884.235276304,5665.722597,223.3232976,5442.399299,1132.019054,4310.380245,2155.190122,2155.190122
